name,url,rating,difficulty,language,tema,subtema
principles of fmri 2,https://coursera.org/learn/functional-mri-2,4.7,none,en,data science, data analysis
"introduzione alla fisica sperimentale: elettromagnetismo, ottica, fisica moderna",https://coursera.org/learn/fisica-sperimentale-fisica-moderna,4.9,none,it,physical science and engineering, physics and astronomy
coaching practices,https://coursera.org/learn/coaching-practices,4.7,none,en,business, leadership and management
single page web applications with angularjs,https://coursera.org/learn/single-page-web-apps-with-angularjs,4.9,intermediate level,en,computer science, mobile and web development
"functions, methods, and interfaces in go",https://coursera.org/learn/golang-functions-methods,4.6,intermediate level,en,computer science, software development
linear circuits 2: ac analysis,https://coursera.org/learn/linear-circuits-ac-analysis,4.7,intermediate level,en,physical science and engineering, electrical engineering
opioid epidemic: from evidence to impact,https://coursera.org/learn/opioid-epidemic,4.7,beginner level,pt,health, public health
bacteria and chronic infections,https://coursera.org/learn/bacterial-infections,4.6,none,en,health, patient care
human resources management capstone: hr for people managers,https://coursera.org/learn/human-resources-management-capstone,4.8,none,en,business, leadership and management
ethical social media,https://coursera.org/learn/ethical-social-media,4.5,none,en,social sciences, governance and society
electric vehicles and mobility,https://coursera.org/learn/electric-vehicles-mobility,4.5,beginner level,en,physical science and engineering, environmental science and sustainability
estrategia empresarial,https://coursera.org/learn/estrategia-empresarial,4.7,beginner level,pt,business, leadership and management
cultural intelligence: become a global citizen,https://coursera.org/learn/cultural-intelligence,4.7,none,it,business, leadership and management
the raspberry pi platform and python programming for the raspberry pi,https://coursera.org/learn/raspberry-pi-platform,4.6,none,en,computer science, software development
hands-on text mining and analytics,https://coursera.org/learn/text-mining-analytics,4,intermediate level,en,data science, data analysis
materials science: 10 things every engineer should know,https://coursera.org/learn/materials-science,4.6,none,en,physical science and engineering, mechanical engineering
python and machine-learning for asset management with alternative data sets,https://coursera.org/learn/machine-learning-asset-management-alternative-data,4.6,intermediate level,en,business, finance
сравнение и создание групп,https://coursera.org/learn/sravneniye-sozdaniye-grupp,4.5,intermediate level,ru,data science, data analysis
agile planning for software products,https://coursera.org/learn/agile-planning-for-software-products,4.7,none,en,computer science, software development
data analytics for lean six sigma,https://coursera.org/learn/data-analytics-for-lean-six-sigma,4.8,beginner level,en,data science, data analysis
"system validation (4): modelling software, protocols, and other behaviour",https://coursera.org/learn/system-validation-software-protocols,4.7,advanced level,en,computer science, software development
electric power systems,https://coursera.org/learn/electric-power-systems,4.7,beginner level,en,physical science and engineering, electrical engineering
disability awareness and support,https://coursera.org/learn/disability-awareness,4.5,none,en,social sciences, education
management fundamentals,https://coursera.org/learn/management-fundamentals-healthcare-administrators,4.6,beginner level,nl,business, leadership and management
cryptography,https://coursera.org/learn/cryptography,4.5,none,en,computer science, computer security and networks
business english: meetings,https://coursera.org/learn/business-english-meetings,4.7,intermediate level,en,language learning, learning english
international and cross-cultural negotiation,https://coursera.org/learn/international-negotiation,4.7,intermediate level,en,business, leadership and management
electrones en acción: electrónica y arduinos para tus propios inventos,https://coursera.org/learn/electrones-en-accion,4.8,none,es,physical science and engineering, electrical engineering
"biological diversity (theories, measures and data sampling techniques)",https://coursera.org/learn/biological-diversity,4.3,intermediate level,en,health, basic science
leveraging unstructured data with cloud dataproc on google cloud platform auf deutsch,https://coursera.org/learn/leveraging-unstructured-data-dataproc-gcp-de,4.7,intermediate level,en,data science, data analysis
sustainable agricultural land management,https://coursera.org/learn/sustainable-agriculture,4.7,beginner level,fr,physical science and engineering, environmental science and sustainability
auditing ii: the practice of auditing,https://coursera.org/learn/auditing-part2-the-practice,4.7,none,en,business, business essentials
monetary policy in the asia pacific,https://coursera.org/learn/monetary-policy-asia-pacific,4.8,intermediate level,en,social sciences, economics
preparing for the google cloud associate cloud engineer exam,https://coursera.org/learn/preparing-cloud-associate-cloud-engineer-exam,4.7,beginner level,en,information technology, cloud computing
cad/bim技術與應用專項課程（cad/bim specialization),https://coursera.org/learn/cad-bim-shiwu,4.7,none,ro,physical science and engineering, environmental science and sustainability
